x,y
1,6709.0
2,5501.0
3,5855.0
4,6000.0
5,6185.0
6,5937.0
7,5719.0
8,5357.0
9,5354.0
10,5414.0
11,5297.0
12,5370.0
13,5488.0
14,5362.0
15,5413.0
16,5257.0
17,5279.0
18,5158.0
19,5171.0
20,5166.0
21,5266.0
22,5365.0
23,5376.0
24,5358.0
25,5293.0
26,5309.0
27,5331.0
28,5404.0
29,5363.0
30,5276.0
31,5344.0
32,5388.0
33,5424.0
34,5481.0
35,5460.0
36,5413.0
37,5405.0
38,5378.0
39,5320.0
40,5380.0
41,5413.0
42,5440.0
43,5429.0
44,5402.0
45,5368.0
46,5411.0
47,5462.0
48,5494.0
49,5537.0
50,5569.0
51,5568.0
52,5528.0
53,5528.0
54,5565.0
55,5593.0
56,5565.0
57,5531.0
58,5557.0
59,5560.0
60,5558.0
61,5549.0
62,5567.0
63,5583.0
64,5578.0
65,5584.0
66,5579.0
67,5583.0
68,5616.0
69,5645.0
70,5613.0
71,5582.0
72,5581.0
73,5577.0
74,5564.0
75,5565.0
76,5561.0
77,5563.0
78,5562.0
79,5588.0
80,5579.0
81,5568.0
82,5575.0
83,5593.0
84,5608.0
85,5593.0
86,5608.0
87,5600.0
88,5609.0
89,5587.0
90,5607.0
91,5616.0
92,5618.0
93,5640.0
94,5644.0
95,5660.0
96,5637.0
97,5662.0
98,5645.0
99,5644.0
100,5637.0
101,5631.0
102,5652.0
103,5667.0
104,5680.0
105,5670.0
106,5688.0
107,5695.0
108,5689.0
109,5676.0
110,5667.0
111,5652.0
112,5657.0
113,5653.0
114,5640.0
115,5643.0
116,5644.0
117,5646.0
118,5632.0
119,5643.0
120,5626.0
121,5639.0
122,5638.0
123,5635.0
124,5621.0
125,5607.0
126,5593.0
127,5580.0
128,5564.0
129,5576.0
130,5572.0
131,5561.0
132,5564.0
133,5568.0
134,5587.0
135,5572.0
136,5582.0
137,5574.0
138,5592.0
139,5592.0
140,5581.0
141,5567.0
142,5573.0
143,5567.0
144,5555.0
145,5550.0
146,5556.0
147,5560.0
148,5568.0
149,5568.0
150,5585.0
151,5571.0
152,5562.0
153,5561.0
154,5571.0
155,5588.0
156,5586.0
157,5600.0
158,5606.0
159,5617.0
160,5622.0
161,5613.0
162,5606.0
163,5602.0
164,5608.0
165,5605.0
166,5596.0
167,5608.0
168,5611.0
169,5599.0
170,5612.0
171,5608.0
172,5609.0
173,5600.0
174,5608.0
175,5617.0
176,5626.0
177,5628.0
178,5623.0
179,5628.0
180,5619.0
181,5620.0
182,5631.0
183,5642.0
184,5641.0
185,5631.0
186,5641.0
187,5638.0
188,5650.0
189,5649.0
