x,y
1,68
2,61
3,72
4,62
5,67
6,73
7,77
8,85
9,105
10,98
11,100
12,136
13,114
14,148
15,138
16,151
17,163
18,175
19,178
20,180
21,186
22,172
23,182
24,198
25,212
26,198
27,227
28,225
29,236
30,214
31,228
32,249
33,252
34,248
35,262
36,257
37,277
38,265
39,281
40,303
41,280
42,299
43,324
44,298
45,311
46,328
47,317
48,343
49,332
50,355
51,342
52,360
53,372
54,363
55,370
56,390
57,377
58,398
59,417
60,423
61,418
62,411
63,412
64,438
65,455
66,438
67,466
68,475
69,477
70,465
71,479
72,491
73,479
74,511
75,514
76,520
77,508
78,524
79,510
80,541
81,541
82,550
83,535
84,554
85,548
86,557
87,579
88,579
89,602
90,575
91,604
92,595
93,598
94,612
95,623
96,627
97,631
98,632
99,632
100,665
