x,y
1,15
2,21
3,27
4,33
5,39
6,45
7,51
8,57
9,63
10,69
11,75
12,81
13,87
14,93
15,99
16,105
17,111
18,117
19,123
20,129
21,135
22,141
23,147
24,153
25,159
26,165
27,171
28,177
29,183
30,189
31,195
32,201
33,207
34,213
35,219
36,225
37,231
38,237
39,243
40,249
41,255
42,261
43,267
44,273
45,279
46,285
47,291
48,297
49,303
50,309
51,315
52,321
53,327
54,333
55,339
56,345
57,351
58,357
59,363
60,369
61,375
62,381
63,387
64,393
65,399
66,405
67,411
68,417
69,423
70,429
71,435
72,441
73,447
74,453
75,459
76,465
77,471
78,477
79,483
80,489
81,495
82,501
83,507
84,513
85,519
86,525
87,531
88,537
89,543
90,549
91,555
92,561
93,567
94,573
95,579
96,585
97,591
98,597
99,603
100,609
