x,y
1.000000,2694.000000
2.000000,5128.000000
3.000000,5246.000000
4.000000,5993.000000
5.000000,6482.000000
6.000000,5191.000000
7.000000,2717.000000
8.000000,6947.000000
9.000000,5780.000000
10.000000,4250.000000
11.000000,5787.000000
12.000000,5039.000000
13.000000,5609.000000
14.000000,4948.000000
15.000000,7341.000000
16.000000,4719.000000
17.000000,7141.000000
18.000000,7596.000000
19.000000,2682.000000
20.000000,6415.000000
21.000000,7247.000000
22.000000,3998.000000
23.000000,4650.000000
24.000000,5036.000000
25.000000,6209.000000
26.000000,2953.000000
27.000000,4481.000000
28.000000,6185.000000
29.000000,7294.000000
30.000000,6524.000000
31.000000,5437.000000
32.000000,5758.000000
33.000000,3802.000000
34.000000,4945.000000
35.000000,5619.000000
36.000000,6997.000000
37.000000,2845.000000
38.000000,4487.000000
39.000000,5558.000000
40.000000,5963.000000
41.000000,4681.000000
42.000000,4775.000000
43.000000,5415.000000
44.000000,4048.000000
45.000000,5099.000000
46.000000,6737.000000
47.000000,5662.000000
48.000000,5257.000000
49.000000,6119.000000
50.000000,5928.000000
51.000000,4285.000000
52.000000,5112.000000
53.000000,2909.000000
54.000000,3688.000000
55.000000,3568.000000
56.000000,5960.000000
57.000000,6162.000000
58.000000,5869.000000
59.000000,6046.000000
60.000000,6329.000000
61.000000,3415.000000
62.000000,6213.000000
63.000000,7735.000000
64.000000,5027.000000
65.000000,6520.000000
66.000000,5457.000000
67.000000,5077.000000
68.000000,4146.000000
69.000000,7200.000000
70.000000,4413.000000
71.000000,6310.000000
72.000000,5326.000000
73.000000,3622.000000
74.000000,3909.000000
75.000000,6881.000000
76.000000,4325.000000
77.000000,5951.000000
78.000000,5611.000000
79.000000,4473.000000
80.000000,7018.000000
81.000000,4881.000000
82.000000,4390.000000
83.000000,4721.000000
84.000000,3399.000000
85.000000,5154.000000
86.000000,6411.000000
87.000000,4943.000000
88.000000,5758.000000
89.000000,7633.000000
90.000000,5025.000000
91.000000,6606.000000
92.000000,6405.000000
93.000000,6343.000000
94.000000,5552.000000
95.000000,6966.000000
96.000000,4083.000000
97.000000,6251.000000
98.000000,5394.000000
99.000000,3394.000000
100.000000,4809.000000
101.000000,6752.000000
102.000000,7244.000000
103.000000,5885.000000
104.000000,3416.000000
105.000000,6591.000000
106.000000,6300.000000
107.000000,7148.000000
108.000000,5361.000000
109.000000,3372.000000
110.000000,6398.000000
111.000000,8102.000000
112.000000,6832.000000
113.000000,6912.000000
114.000000,4580.000000
115.000000,5097.000000
116.000000,6205.000000
117.000000,6446.000000
118.000000,7016.000000
119.000000,4194.000000
120.000000,5598.000000
